科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,(株)ハウジング重兵衛,,4099085,材木成田店
売掛金,(株)オカムラホーム,,1265966,材木成田店
売掛金,(株)名智興業,,1013375,材木成田店
売掛金,(有)赤井工務店,,1151198,材木美浦店
売掛金,大向建設(株),,4650589,材木美浦店
売掛金,冷水,,1426398,材木美浦店
売掛金,平山工務店,,3236493,材木美浦店
売掛金,吹野建築,,1565163,材木美浦店
売掛金,(株)都ホーム,,3198397,材木美浦店
売掛金,(株)リノベ,,2093630,材木美浦店
売掛金,MIRAIE(株),,9180365,材木美浦店
売掛金,(株)ASITIS,,1620817,材木美浦店
売掛金,和大建舎,,1680349,材木美浦店
売掛金,粉名内建築,,5074594,材木美浦店
売掛金,(株)ミノワ,行方市島並856-1,3675653,材木美浦店
売掛金,(株)美都住建,稲敷郡阿見町実穀1283-10,1031998,材木美浦店
売掛金,板橋工務店,,1199688,材木美浦店
売掛金,(株)うらら(福の家),,2979082,材木美浦店
売掛金,(有)ミリオンベル,,3520010,材木美浦店
売掛金,不二建設(株),,5705920,サッシセンター
売掛金,(有)森田工務店,,1191607,サッシセンター
売掛金,(株)星工務店,,3919124,サッシセンター
売掛金,佐藤建設(株),,2667909,サッシセンター
売掛金,(株)吉健ホーム,,2475595,サッシセンター
売掛金,MIKUTA(株),,1096085,サッシセンター
売掛金,加藤工務店,,1689948,サッシセンター
合計,,,,
