"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)池田工務店","","1121662",""
"〃","(株)あおぞらホーム","","5827193",""
"〃","(株)ウェブリーディング","","3000771",""
"〃","M建築設計工房","","2369872",""
"〃","(株)浅利工務店","","5992895",""
"〃","斑鳩産業(株)","","1002643",""
"〃","大倭殖産(株)","","2554372",""
"〃","(株)バルジオカダ","","514690",""
"〃","(株)上田組","","6743000",""
"〃","葛城建設(株)","","4177128",""
"〃","(株)越後屋材木店","","12215360",""
"〃","大和ハウス工業(株)","","105140626",""
"〃","(株)竹村二店店","","4352148",""
"〃","(有)昇陽ハウジング","","3427391",""
"〃","ダイコク福原店","","5613721",""
"〃","大勝建設(株)","","1604900",""
"〃","(株)和魔工務店","","1543044",""
"〃","中西建設(株)","","2337321",""
"〃","(株)日生建設","","4538925",""
"〃","(株)木造建築東風","","1024430",""
"〃","日進不動産(株)","","1304721",""
"〃","都ホームサービス","","635141",""
"〃","(株)都建設","","1162262",""
"〃","","","1727495",""
"〃","(株)南工務店","","1730300",""
"〃","(株)米杉建設","","2818717",""
"計","","","",""
