科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,(株)アキバ設計,,1994210,材木竜ヶ崎店
売掛金,(株)ネモ建築設計,,5685627,材木竜ヶ崎店
売掛金,(株)ネモト建設,,9740711,材木竜ヶ崎店
売掛金,力匠,,2397732,材木竜ヶ崎店
売掛金,小倉建設(株),,13748501,材木竜ヶ崎店
売掛金,佐野建設(株),,1649967,材木竜ヶ崎店
売掛金,不二建設(株),竜ヶ崎市若柴町2240-797,20503037,材木竜ヶ崎店
売掛金,(株)北澤工務店,,1640168,材木竜ヶ崎店
売掛金,古田営建,,2527308,材木竜ヶ崎店
売掛金,(株)ホームツカサ,,2687293,材木竜ヶ崎店
売掛金,(有)MIKUTA,,4806464,材木竜ヶ崎店
売掛金,(株)S・D・B,,1919148,材木竜ヶ崎店
売掛金,(有)ウッドゆう建築事務所,,4146514,材木竜ヶ崎店
売掛金,(株)吉建ホーム,,15334902,材木竜ヶ崎店
売掛金,(株)emi・park国分建設,,35353606,材木竜ヶ崎店
売掛金,鈴木(政)建築,,3077884,材木竜ヶ崎店
売掛金,建築工房ヒロ,,3528186,材木竜ヶ崎店
売掛金,(有)櫻井建築,佐倉市六崎700-1,3491435,材木成田店
売掛金,(株)住工房スタイル,印旛郡栄町安食2421-87,76942391,材木成田店
売掛金,吉岡建設株式会社,,2434375,材木成田店
売掛金,(株)木村工務店,,1210176,材木成田店
売掛金,三幸建設(株),,1408542,材木成田店
売掛金,高野内建設(株),,1104906,材木成田店
売掛金,藤崎工務店,,1539786,材木成田店
売掛金,大胡建築,,1641698,材木成田店
売掛金,(株)寺門工務店,山武郡横芝光町鳥喰新田209-2,15415434,材木成田店
合計,,,,
