科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,(株)合田工務店東京本店,,96539364,
売掛金,中央建設(株),,51015855,
売掛金,(株)シミズ・ビルライフケア,,35695000,
売掛金,(株)片山組,,28535600,
売掛金,内野建設(株),,23408000,
売掛金,工藤建設(株),,23144000,
売掛金,(株)守谷商会,,17714950,
売掛金,(株)第一ヒューテック,,17103600,
売掛金,(株)鍜治田工務店,,15950000,
売掛金,(株)日興タカラコーポレーション,,13821500,
売掛金,(株)東映建工,,13174038,
売掛金,(株)三浦工務店,,12683000,
売掛金,(株)三幸工務店,,10736000,
売掛金,住協建設(株),,9196000,
売掛金,ジェクト(株),,6666000,
売掛金,(株)後藤組,,6505400,
売掛金,村本建設(株),,5623200,
売掛金,まつもとコーポレーション(株),,4385700,
売掛金,(株)ナミキ,,3872000,
売掛金,大久保建業,,2640000,
売掛金,(株)大山組,,2492600,
売掛金,(株)友菱,,2443338,
売掛金,(株)大明建設,,2420000,
売掛金,コーナン建設(株)東京支店,,2398000,
売掛金,(株)大栄興業,,2248400,
売掛金,東伸建設(株),,2200000,
計,,,,
