"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","旭精工(株)","","3189399","国内売上"
"〃","(株)浅野歯車工作所","","13309039","国内売上"
"〃","(株)池上金属製作所","","521400","国内売上"
"〃","池田産業(株)","","236500","国内売上"
"〃","瓜生製作(株)","","446600","国内売上"
"〃","AYT精工","","347820","国内売上"
"〃","(株)置田鉄工所","","995940","国内売上"
"〃","(株)関東機器","","2476972","国内売上"
"〃","(株)コムラ製作所","","137500","国内売上"
"〃","(株)ジェイテクト四国営業所","","45100","国内売上"
"〃","(株)ジェイテクト","","64581119","国内売上"
"〃","(株)ジェイテクト駆動事業本部","","33199823","国内売上"
"〃","ジェイテクトセールス(株)","","32450","国内売上"
"〃","(株)東洋空機製作所","","949011","国内売上"
"〃","(株)日東商会","","212300","国内売上"
"〃","(株)ハセルック","","636241","国内売上"
"〃","光商工(株)","","339900","国内売上"
"〃","丸嘉工業(株)","","4699046","国内売上"
"〃","(株)ミヤケ","","11506935","国内売上"
"〃","(株)ミヤケ材料","","3078583","国内売上"
"〃","(株)矢田製作所","","181016","国内売上"
"〃","ヨロズ精工(株)","","6569086","国内売上"
"","売掛金計","","147691780",""
"電子債権","(株)池上金属製作所","","520630",""
"〃","丸嘉工業(株)","","1720000",""
"〃","(株)淺野歯車工作所","","10500000",""
"計","","","",""
