"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"工事未収入金","竹中工務店","岡山市北区田町2-1-10","26637713",""
"〃","中村建設工業","新見市唐松2567-1","24200000",""
"〃","広成建設","岡山市北区岩田町4番3号","23800084",""
"〃","藤木工務店","倉敷市鶴形1-11-24","21955567",""
"〃","大林組","広島市中区小町1-25","11839300",""
"〃","三木工務店","真庭市本郷1782-1","9499600",""
"〃","大西建設工業","赤磐市山陽町桜が丘西1-13-10","8800000",""
"〃","アクティブ","津山市皿612","8250000",""
"〃","昭和建設","倉敷市北畝5-8-58","5709000",""
"〃","風早","総社市真壁123-10","5038000",""
"〃","タケイ","岡山市南区米倉123-7","4180000",""
"〃","中国商工","倉敷市神田2丁目2-30","3520000",""
"〃","近土様","","2805000",""
"〃","サンヨー","広島市中区広瀬北町4-11-104","2650450",""
"〃","林建設","倉敷市山地618-6","2178000",""
"〃","ダイダン","岡山市北区桑田町6-10","1655500",""
"〃","アートコーポレーション","岡山市南区大福908-3","1631300",""
"〃","山泉建設","岡山市南区飽浦410","1608640",""
"〃","フューチャープランニング","岡山市北区番町1-7-28","1452757",""
"〃","コンケン","岡山市南区藤田1666-1","1392270",""
"〃","岡山技工","岡山市北区東花尻338-3","1320000",""
"〃","リンクス","鳥取県境港市竹内町3565-13","976464",""
"〃","岡山機設","孟山市南区浜野4-5-4","825000",""
"〃","テンデン","岡山市北区下中野1-4-8","803000",""
"〃","荒木組","岡山市北区天瀬4-33","761971",""
"〃","安田産業","岡山市南区三浜町1-1-18","759000",""
"合計","","","",""
