"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(有)大崎建築","須崎市吾井郷乙2559","35475",""
"〃","(株)響建設","高知市鴨部1丁目22番24号","3408665",""
"〃","(有)矢野工務店","須崎市浜町2-3-5","853728",""
"〃","(株)のりぞら工務店","高知市朝倉南町6-4","116244",""
"〃","","","719816",""
"〃","(株)桜","須崎市桑田山乙1158-2","35574",""
"〃","ウッドテクノス(株)","高知市仁井田朝日ヶ丘4670","8580",""
"〃","MASAOKA","須崎市大間西町3-17","2244",""
"〃","パワーコムエンジニアリング(株)","高知市萩町1-6-47","108645",""
"〃","彩都建設","高知市高そね3-21","13420",""
"〃","市川木材(株)","須崎市港町6-14","182645",""
"〃","","","171377",""
"〃","(有)勇工務店","高知市大谷公園町20番1号","867187",""
"〃","(有)ウッディー","高岡郡津野町船戸1188番地4","163569",""
"〃","江西工務店","須崎市青木町7-17","5610",""
"〃","江崎工務店","須崎市多ノ郷甲5525-8","109616",""
"〃","岡村木材","四万十市具同7361-16","636284",""
"〃","","","-5271",""
"〃","","","44924",""
"〃","(有)大谷建築","南国市岡豊町常通寺島字東和田555-1","1911254",""
"〃","","","10395",""
"〃","","","25766",""
"〃","","","21168",""
"〃","小嶋組","須崎市浦ノ内東分3504","60270",""
"〃","高知県木材商業協同組合","高知市仁井田4509","662829",""
"〃","佐竹建設","須崎市西古市町1-28","31029",""
"計","","","",""
