"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","アテナ工業株式会社","","10873500",""
"〃","吉村化成(株)","","4085400",""
"〃","(株)水谷製作所","","3520000",""
"〃","三宝化成工業(株)","","3105300",""
"〃","ダイシン化工(株)","","2629000",""
"〃","赤松化成工業(株)","","2403500",""
"〃","(株)脇坂エンジニアリン","","1386000",""
"〃","ミネロン化成工業(株)","","1100000",""
"〃","エフビコダイヤフーズ(株)","","1042415",""
"〃","ヒロボー(株)","","935000",""
"〃","三嘉工業(株)滋賀工場","","921800",""
"〃","信和(株)","","820600",""
"〃","大成工業(株)","","806300",""
"〃","(株)エフビコ(新作)","","765600",""
"〃","国光オブラート大阪営業所","","740300",""
"〃","(株)東海化成","","506000",""
"〃","(有)九州樹脂工業","","442200",""
"〃","シロヤ産業","","424600",""
"〃","光洋産業株式会社栃","","396000",""
"〃","丸勝産業(株)","","388300",""
"〃","信和(株)","","313500",""
"〃","サカエバック(株)","","285000",""
"〃","大塚包装工業(株)本社","","242000",""
"〃","ダイセルバックシステムズ(株)","","168300",""
