"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","光伸香港有限公司","","142835397",""
"","豊田合成(株)","愛知県清須市春日長畑1番地","72108828",""
"","ゼロワンプロダクツ(株)","大阪市天王寺区上汐3-3-22-507","21127153",""
"","(有)甲斐工業","","1352983",""
"","タイヨーワークス(株)","","669900",""
"","TGAP(株)","","525310",""
"","白銀鍍金","","268488",""
"","東プレ(株)","","268840",""
"","ワールドプラスチック(株)","","121384",""
"","(株)ワールドプラネット","","72678",""
"","しげる工業(株)","","21600",""
"","(株)サンコーシャ","","22000",""
"","江南合成(株)","","5500",""
"","(株)幸博商事","","0",""
"小計","","","239400061",""
"未収入金","(有)甲斐工業","","7060400",""
"","年末調整還付金","","878165",""
"","社長認定利息","","549163","H30年2月期"
"","社長認定利息","","724808","H31年2月期"
"","社長認定利息","","534475","R2年2月期"
"","社長認定利息","","290982","R3年2月期"
"","社長認定利息","","163967","R4年2月期"
"","社長認定利息","","528420","R5年2月期"
"","その他","","295486",""
"小計","","","11025866",""
"計","","","250425927",""
