科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,(株)アンテックス,,1694000,R5年3月分
売掛金,大津板紙(株),,93500,R5年3月分
売掛金,大阪車輌工業(株),,1018600,R5年3月分
売掛金,(株)オーニング京阪,,671000,R5年3月分
売掛金,KIT(協同組合近畿輸送情報センター),,1732530,R5年3月分
売掛金,住之江(株),,184800,R5年3月分
売掛金,(株)サンセー,,947100,R5年3月分
売掛金,(株)杉村製作所,,1679700,R5年3月分
売掛金,(株)さくらコーポレーション,,961827,R5年3月分
売掛金,真里物流(株),,2886015,R5年3月分
売掛金,(株)辰巳製作所,,236500,R5年3月分
売掛金,(株)椿本カスタムチェン,,341341,R5年3月分
売掛金,(株)トミナガ,,161700,R5年3月分
売掛金,(株)篠原梱包,,148500,R5年3月分
売掛金,中嶋産業(株),,11424672,R5年3月分
売掛金,中嶋産業(株),,2882690,R5年3月分
売掛金,(株)ナカジマ,,132000,R5年3月分
売掛金,(株)松本シヤリング工場,,20900,R5年3月分
売掛金,扶和メタル(株),,36267,R5年3月分
売掛金,(株)豊鐘,,1686300,R5年3月分
売掛金,(株)豊鐘,,268400,R5年3月分
売掛金,矢野金属(株),,521400,R5年3月分
売掛金,矢野金属(株)作業,,895378,R5年3月分
売掛金,藤昭運送,,121000,R5年3月分
売掛金,イビデン産業,,308000,R5年3月分
売掛金,多田工作所,,330000,R5年3月分
合計,,,,
