"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","不二製油(株)","","1031800","つくば研究開発センター"
"売掛金","オリエンタル酵母工業(株)","","968000","埼玉工場"
"売掛金","(株)アサヒコ","","952215","安曇野工場"
"売掛金","高崎森永(株)","","912560",""
"売掛金","(株)明治","","901670","九州工場"
"売掛金","グリコマニュファクチャリング(株)","","883520","東京工場"
"売掛金","TDK(株)","","796950","本社"
"売掛金","不二製油(株)","","787600","関東工場"
"売掛金","イフジ産業(株)","","759000","本社・福岡事業部"
"売掛金","信濃高原食品(株)","","726000","富士小山工場"
"売掛金","太内山酪農業協同組合","","688600",""
"売掛金","(株)明治","","682000","関西アイスクリーム工場"
"売掛金","協同乳業(株)","","678700","東海工場"
"売掛金","ポッカサッポロフード&ビバレッジ","","676500","群馬工場"
"売掛金","アシードブリュー(株)","","671000","宇都宮飲料工場"
"売掛金","トーラク(株)","","597960",""
"売掛金","あしがら乳業(株)","","521070",""
"売掛金","四国化工機(株)","","520410","阿南食品工場"
"売掛金","蒜山酪農農業協同組合","","519750",""
"売掛金","(株)明治","","514360","十勝工場"
"売掛金","サントリープロダクツ(株)","","507100","宇治川工場"
"売掛金","その他87件","","12932755",""
"","科目計","","420905507",""
"未収入金","三武機械","","45452924",""
"","科目計","","45452924",""
"計","","","466358431",""
