"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"電子記録債権","(株)金沢港運","","20480302",""
"電子記録債権","アイナックス稲本(株)","","16032790",""
"電子記録債権","萩浦工業(株)","","14453999",""
"電子記録債権","(株)石野製作所","","14087336",""
"電子記録債権","(株)北都鉄工","","8630820",""
"電子記録債権","長栄工業(株)","","3499700",""
"電子記録債権","トヨタエルアンドエフ石川(株)","","2918740",""
"電子記録債権","ダイシンプラント(株)","","2472000",""
"電子記録債権","ジャパンパイル(株)","","2309145",""
"電子記録債権","津根精機(株)","","2098620",""
"電子記録債権","南陽吉久(株)","","1703900",""
"電子記録債権","(株)小林製缶","","697840",""
"電子記録債権","(株)イトーキ東光製作所","","364650",""
"電子記録債権","(株)大江鉄工","","321200",""
"電子記録債権","(有)三矢製作所","","269550",""
"電子記録債権","佐藤鉄工(株)","","110000",""
"小計","","","90450592",""
"一括支払信託債権","住友ゴム工業(株)","","39106818","ファクタリング債権"
"一括支払信託債権","タカハシガリレイ(株)","","18272100","ファクタリング債権"
"一括支払信託債権","(株)LIXIL物流","","16599187","ファクタリング債権"
"一括支払信託債権一括支払信託債権","SBS東芝ロジスティクス(株)","","11133064","ファクタリング債権"
"一括支払信託債権","澁谷工業(株)","","7150000","ファクタリング債権"
"一括支払信託債権","アイカテック建材(株)","","6481805","ファクタリング債権"
"一括支払信託債権","トナミ運輸(株)","","4832740","ファクタリング債権"
"一括支払信託債権","ヒロセ(株)","","4489039","ファクタリング債権"
"計","","","",""
