"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","ゴークラ","","1054030",""
"〃","カナエテクノス","","13069521",""
"〃","北四国グラビア","","1301905",""
"〃","新タック化成","","45097412",""
"〃","王子物流","","2702813",""
"〃","大紀商事","","17322998",""
"〃","シンワ","","4953399",""
"〃","昭和紙工","","22540210",""
"〃","大昭和紙工","","3173346",""
"〃","旭化成","","1553342",""
"〃","ユニ・チャーム国光","","803319",""
"〃","中央倉庫","","1437480",""
"〃","トランコム","","1140770",""
"〃","日新製袋","","1089836",""
"〃","みすまる産業","","1071400",""
"〃","フジコー","","5033900",""
"〃","","","1305480",""
"〃","ユニードパック","","1074260",""
"〃","IA香川","","1455309",""
"〃","イナダ","","931700",""
"〃","トランコムEX","","4956452",""
"〃","アート坂出","","3005338",""
"〃","その他","","9113742",""
"計","","","145187962",""
