"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"完成工事未収入金","那覇市","","16825973","松島中学校屋内運動場及びプール等改築工事(建築)"
"〃","(株)沖建住宅","","239607594","(仮称)アーバンパレット豊見城新築工事"
"〃","(株)日商工ステム","","180341700","ワイズエステムコート那覇久米新築工事"
"〃","(株)日商工ステム","","86066750","ワイズエステムコート那覇松山二丁目新築工事"
"〃","(株)サンシャイン","","82500","サンシャイン開南店喫煙所壁クロス修繕工事(昼間工事)"
"〃","(株)J・Park","","88000","J・PARK石川店中央入口、階段修繕工事"
"〃","沖縄防衛局","","56306499","石垣島(3)火薬、車新設土木その他工事(その3)"
"〃","沖縄総合事務局","","20372101","令和3年度小禄道路繭陵基礎工(P30~P34)工事"
"","","完成工事未収入金計","599691117",""
"未収収益","松島中学校改築工事JV","","554000",""
"","小禄道路橋梁基礎工JV","","2200000",""
"","花原正樹","","14547",""
"","(株)沖電工","","847000",""
"","(有)成登建設","","105600",""
"","","未収収益計","3721147",""
"未収法人税等","那覇税務署","","11558149",""
"","那覇県税事務所","","4359600",""
"","那覇市","","563400",""
"","うるま市","","14400",""
"","南風原町","","14400",""
"","","未収法人税等計","16509949",""
"計","","","",""
