科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,ジェイ・システイン(株),,"515,146",
,(株)シンコー・サイエンス・コーポレーション,,"1,834,023",
,シキボウ(株),,"303,600",
,昭和ワニス(株),,"630,437",
,JFEスチール(株)倉敷,,"1,744,160",
,JFEスチール(株)福山工場,,"5,165,820",
,JFEスチール(株)京浜工場,,"308,000",
,JFEスチール(株)千葉,,"1,804,440",
,JFEマグパウダー(株),,"11,818,400",
,住友金属鉱山(株),,"6,919,473",
,セメダイン(株),,"99,629,778",
,積水フーラー(株),,"3,044,558",
,綜研化学(株),,"3,326,400",
,(株)大響,,"27,441,881",
,ダイヤ製薬(株),,"407,440",
,ダイリン化学(株),,"1,659,240",
,大善化工合資会社,,"86,076",
,千代田商工(株),,"384,480",
,(株)ティーエスアイ,,"167,571",
,東亜薬品工業(株),,"706,320",
,東京応化工業(株),,"3,070,320",
,(株)トクホン,,"655,840",
,東都化学工業(株),,"240,768",
,トーア実業(株),,"9,507,202",
,東新化成(株),,"716,256",
,長尾プライ(株),,"797,148",
,日本カーボン(株)白河工場,,"13,922,238",
,日本カーボン(株)滋賀工場,,"16,754,936",
,日本カーボンエンジニアリング(株),,"1,386,660",
小計,,,"214,948,611",
