"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","らくのうマザーズ","","3685000","菊池工場"
"売掛金","雪印メグミルク(株)","","3325080","海老名工場"
"売掛金","カゴメ(株)","","2990405","小牧工場"
"売掛金","タカナシ乳業(株)","","2969450","北海道工場"
"売掛金","トーアス(株)","","2828650","穂ノ原工場"
"売掛金","アビ(株)","","2709630","池田工場"
"売掛金","(株)ホテイフーズコーポレーション","","2497110",""
"売掛金","タカナシ乳業(株)","","2420990","北関東工場"
"売掛金","味の素ファインテクノ(株)","","2209790","群馬工場"
"売掛金","山陽乳業(株)","","2144450",""
"売掛金","グリコマニュファクチャリング(株)","","1870000","那須工場"
"売掛金","みちのくミルク(株)","","1764950",""
"売掛金","伊藤忠マシンテクノス(株)","","1760000","大阪工場"
"売掛金","協同乳業(株)","","1760000","新群馬工場"
"売掛金","味の素ファインテクノ(株)","","1719960","本社工場"
"売掛金","グリコマニュファクチャリング(株)","","1526635","岐阜工場"
"売掛金","古谷乳業(株)","","1398320","成田工場"
"売掛金","雪印メグミルク(株)","","1369610","京都工場池上製造所"
"売掛金","カゴメ(株)","","1367740","那須工場"
"売掛金","SBC&S(株)","","1356960",""
"売掛金","(株)宝幸","","1352560","ロルフ西宮プラント"
"売掛金","(株)明治","","1298440","戸田工場"
"売掛金","キッコーマンソイフーズ(株)","","1221220","茨城工場"
"売掛金","(株)東京カネカフード","","1070630",""
"売掛金","(株)明治","","1063700","愛知工場"
"売掛金","(株)明冶","","1060400","群馬工場"
"計","","","",""
